0.13093073414159545	 2500 2500 2500 
0.2618614682831909	 2500 2500 2500 
0.39279220242478635	 2500 2500 2500 
0.5237229365663818	 2500 2500 2500 
0.65465367070797731	 2500 2500 2500 
0.78558440484957281	 2500 2500 2500 
0.91651513899116832	 2500 2500 2500 
1.0474458731327638	 2500 2500 2500 
1.1783766072743593	 2812.5 2500 2500 
1.3013928863845177	 3106.1101097573519 2500 2500 
1.418162985850157	 3384.8120991890255 2500 2500 
1.5298164299414696	 3651.3018695801502 2500 2500 
1.6371640815867807	 3907.5147546532698 2500 2500 
1.740813562062909	 4154.9009994578028 2500 2500 
1.8412354112035731	 4394.5836687882875 2500 2500 
1.9388036246586771	 4627.4553998193414 2500 2500 
2.0338218162782438	 4854.240845389385 2500 2500 
2.1265408227502083	 4625.3295533781065 2500 2500 
2.2214711205597597	 4390.9588676959838 2500 2500 
2.3188361610521389	 4150.5771157346944 2500 2500 
2.4189016965124845	 3903.5281893103802 2500 2500 
2.5219881244126334	 3649.0210683072492 2500 2500 
2.628487925054217	 3386.0867693813889 2500 2500 
2.7388910305547016	 3113.5157131997753 2500 2500 
2.8538230442838999	 2829.7633655712038 2500 2500 
2.9741052934800232	 2532.8019752673467 2500 2500 
3.1008541873360329	 2219.8752716971085 2500 2500 
3.2356566252099794	 2219.8752716971085 2500 2500 
3.370459063083926	 2219.8752716971085 2500 2500 
3.5052615009578725	 2219.8752716971085 2500 2500 
